web-scraper-order,web-scraper-start-url,cookies,cookies-href,brownies,brownies-href,recipe_link,recipe_link-href,ingredients,prep_time,cook_time,total_time,instructions,nutrition_facts,name,ratings,reviews,choco,choco-href
"1519428293-15603","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/16607/cheesecake-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","20 m","45 m","","","Cheesecake Brownies","17","710","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428324-15877","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11266/michelles-peanut-butter-marbled-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1 cup semisweet chocolate chips","20 m","40 m","1 h","","","Michelle's Peanut Butter Marbled Brownies","","404","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428308-15721","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25112/zucchini-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","2 cups confectioners' sugar","15 m","30 m","45 m","","","Zucchini Brownies","","2847","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428313-15763","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10549/best-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1 teaspoon vanilla extract","25 m","35 m","1 h","","Per Serving: 
            183 calories;
                    9 g fat;
                    25.7 g carbohydrates;
                    1.8 g protein;
                    44 mg cholesterol;
                    110 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Best Brownies","","10303","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428317-15820","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/163229/scrumptious-frosted-fudgy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","Remove the cream mixture from the heat, and stir in 5 ounces of baking chocolate and 1/2 cup butter, stirring to melt and blend the chocolate. Add 1 teaspoon vanilla extract; whisk until smooth. Place the frosting in the refrigerator and stir every few minutes until the frosting is chilled and thick, about 30 minutes. Frost the cooled brownies, and cut into squares.","","Scrumptious Frosted Fudgy Brownies","","153","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428324-15885","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11266/michelles-peanut-butter-marbled-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","","","Michelle's Peanut Butter Marbled Brownies","101","404","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428302-15660","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11063/deep-dish-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","3 eggs","15 m","45 m","1 h","","","Deep Dish Brownies","","1031","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428308-15723","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25112/zucchini-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 teaspoon vanilla extract","15 m","30 m","45 m","","","Zucchini Brownies","","2847","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428333-15943","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/9599/quick-and-easy-brownies/?internalSource=rotd&referringId=1562&referringContentType=recipe%20hub","1 cup butter","null","null","null","","","Quick and Easy Brownies","","1609","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428289-15554","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11306/chewiest-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 cup melted butter","null","null","null","","Per Serving: 
            139 calories;
                    4.8 g fat;
                    24.3 g carbohydrates;
                    1.8 g protein;
                    26 mg cholesterol;
                    58 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Chewiest Brownies","","558","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428282-15516","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/211165/pumpkin-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","","","Pumpkin Brownies","8","390","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428287-15543","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25010/absolutely-best-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 cup chopped walnuts (optional)","5 m","25 m","30 m","","Per Serving: 
            201 calories;
                    12.1 g fat;
                    22.6 g carbohydrates;
                    2.9 g protein;
                    51 mg cholesterol;
                    181 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Absolutely Best Brownies","","549","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428315-15784","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/189657/raspberry-fudge-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1/2 cup evaporated milk","20 m","40 m","3 h","","","Raspberry Fudge Brownies","","121","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428317-15818","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/163229/scrumptious-frosted-fudgy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","Bake in the preheated oven until a toothpick inserted into the center comes out with fudgy crumbs, about 35  minutes. Cool in the pan before frosting.","","Scrumptious Frosted Fudgy Brownies","","153","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428289-15563","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11306/chewiest-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","null","null","null","Combine the cocoa, melted butter, sugar, eggs, salt , flour and vanilla. Mix until well combined. It should be very thick and sticky.","Per Serving: 
            139 calories;
                    4.8 g fat;
                    24.3 g carbohydrates;
                    1.8 g protein;
                    26 mg cholesterol;
                    58 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Chewiest Brownies","","558","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
